id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4541524001432649,Jhqec60Hf,【#男生踹伤猥亵女生男子被刑拘#，当事女生哭诉：对不起同学，你本该被表扬】6月1日，湖南永州一17岁女生李爱（化名）在商场被一52岁男子用肘部袭击胸部，同行男同学胡林（化名）在控制袭胸男子时致其受伤，于8月21日被永州冷水滩区公安分局予以刑事拘留，目前在看守所，而当事人了解到袭胸男子可能被下达行政拘留通知书。8月24日，李爱及胡林父亲在接受@东方今报 采访时均表示，胡林的行为应是见义勇为，不解为何反被刑拘。李爱还透露查询监控时发现袭胸男子当天还袭击了另一个女孩。24日下午，记者发稿前多次联系具体办案民警未得到回应。据李爱透露，目前家属已向湖南省永州市冷水滩区检察院提交申诉材料，“已被受理。”律师认为，如果该男生行为属实，应当被认定为见义勇为，不应当承担刑事责任。（猛犸新闻·东方今报记者 赵丹  受访者供图）17岁女生遭52岁男子袭胸 男同学阻止对方逃跑致其受伤遭刑拘,,"https://wx4.sinaimg.cn/large/63b09f89ly1gi23thtq0oj20fg0aaq51.jpg,https://wx1.sinaimg.cn/large/63b09f89ly1gi23thms3zj20hw09ita9.jpg,https://wx2.sinaimg.cn/large/63b09f89ly1gi23ti0mqkj20ei0j8abw.jpg,https://wx2.sinaimg.cn/large/63b09f89ly1gi23ti9cfaj20n01ds43u.jpg",,,2020-08-24,iPhone客户端,521594,18228,48170,,东方今报
4541520390915224,Jhq8n3Q5G,#气象局回应上海上空现海市蜃楼#【上海上空现海市蜃楼？气象局：系罕见“物影上投”现象】#上海海市蜃楼# 据澎湃新闻：今晨，某网友称上海上空出现海市蜃楼奇观并拍下视频上传网络。上海市气象局官网微博解释称：此现象比较少见但并不是海市蜃楼，系“物影上投”现象。 浦东发布的微博视频 ,,,"http://f.video.weibocdn.com/001TYkF8gx07FT24Ybyn01041200b5bX0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1CwnkDw1GXwCQx&Expires=1598453378&ssig=wfOxcRKy33&KID=unistore,video",,2020-08-24,iPhone客户端,5,2,4,"气象局回应上海上空现海市蜃楼,上海海市蜃楼",
4541510932254018,JhpT79sn8,【#赵立坚批美国政客患了逢中必反症#】今天，外交部发言人赵立坚表示，中方支持相关企业拿起法律武器维护正当权益，也将继续采取一切必要措施坚决维护中国企业的合法权益。赵立坚称，针对美国个别政客的谬论，我想强调两点：第一，美国个别政客企图置 TikTok、WeChat和华为等中国企业于死地，其根源就是患了“逢中必反症”，强行将意识形态标签打在中国企业身上。这些人打着“国家安全”的幌子“围猎” TikTok等中国企业，充斥着谎言和污蔑，其性质是欺行霸市、巧取豪夺。第二，美国个别政客针对 TikTok等特定企业的胡作非为，实质是对某一领域取得领先优势的非美国企业采取有组织、系统性的经济霸凌。他们都是行业翘楚，是非常优秀的国际化公司。美国个别政客害怕非美国企业的强大和成功，因此不惜动用国家力量百般打压。这是对美一贯标榜的市场经济和公平竞争原则的否定，是对国际规则的践踏，也是对全球化浪潮下各国科技创新交流合作的破坏。世人只会对美国这些人的强盗行径看得更加清楚。央视新闻的微博视频（总台央视记者申杨 杨弘杨）,,,"http://f.video.weibocdn.com/L1n0opeklx07FT5vIriE01041200dVVJ0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&ori=0&ps=1BThihd3VLAY5R&Expires=1598453378&ssig=vbqIiD7j7V&KID=unistore,video",,2020-08-24,iPhone客户端,13,3,5,赵立坚批美国政客患了逢中必反症,
4541498312098597,JhpyL8NWl,#外交部回应TikTok起诉美国政府#【字节跳动将正式起诉美国政府，外交部：#支持中国企业拿起法律武器维护正当权益#】在8月24日举行的外交部例行记者会上，有记者提问：据报道，22日TikTok宣布将就美国政府涉及该公司及其母公司字节跳动的行政令提起诉讼，以维护自身合法权益。21日部分WeChat在美用户组成的美国WeChat用户联盟提起诉讼，要求阻止美有关禁用微信行政令的实施。我们也注意到美国国务卿蓬佩奥21日在回答TikTok有关问题时称，美方并非针对成功的中国企业，而是针对给美国国家安全带来风险的中共实体，或受中共驱使的商业实体。中方对此有何评论？发言人赵立坚对此表示，中方支持相关企业拿起法律武器维护正当权益，也将继续采取一切必要措施，坚决维护中国企业的合法权益。“针对你刚才提到的美国个别政客的谬论，我想再强调两点。”赵立坚说，第一，美国个别政客企图置TikTok、WeChat和华为等中国企业于死地，其根源就是“患了逢中必反症”，强行将意识形态标签打在中国企业身上，这些人打着国家安全的幌子，围猎TikTok等中国企业，充斥着谎言和污蔑，其性质是欺行霸市，巧取豪夺。第二，美国个别政客针对TikTok等特定企业的胡作非为，实质是其对某一领域取得领先优势的非美国企业，采取有组织系统性的经济霸凌。这些企业都是行业翘楚，是非常优秀的国际化公司。美国个别政客害怕非美国企业的强大和成功，因此不惜动用国家力量百般打压，这是对美国一贯标榜的市场经济和公平竞争原则的否定，是对国际规则的践踏，也是对全球化浪潮下各国科技创新交流合作的破坏，世人只会对美国这些人的强盗行径看的更加清楚。字节跳动将正式起诉美国政府，外交部：支持中国企业拿起法律武器维护正当权益   视频via人民视频  人民视频的微博视频,,,"http://f.video.weibocdn.com/5sNjzOktlx07FT65jaPm010412008KDz0E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&ori=0&ps=1BThihd3VLAY5R&Expires=1598453378&ssig=r%2BwbX9J9b4&KID=unistore,video",,2020-08-24,iPhone客户端,6,0,1,"外交部回应TikTok起诉美国政府,支持中国企业拿起法律武器维护正当权益",
4541495144884412,JhptEkuEQ,#发现身边的温暖# 【妻子遇车祸成植物人后苏醒 #丈夫照顾病妻10年写千篇日记#】8月23日，家住江苏淮安的戴海峰陪妻子何家林在家里锻炼。2010年3月，妻子何家林遭遇车祸成了植物人，87天后妻子苏醒。戴海峰称，为配合医生治疗，他写了1000多篇日记记录妻子情况。10年来，戴海峰不离不弃照顾妻子，每天陪她锻炼，为她按摩。@我们视频暖心闻  我们视频暖心闻的微博视频,,,"http://f.video.weibocdn.com/QQWmjGXOlx07FT36iPna01041200rNKL0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&ori=0&ps=1BThihd3VLAY5R&Expires=1598453378&ssig=R2MrFFGD43&KID=unistore,video",,2020-08-24,iPhone客户端,20,2,6,"发现身边的温暖,丈夫照顾病妻10年写千篇日记",我们视频暖心闻
4541485280395638,JhpdK1EVg,【“铁骑外卖”达成！#铁骑小姐姐帮受伤外卖小哥送外卖#】8月19日，河南新乡铁骑巡逻时发现一外卖小哥摔倒在马路中间，立即上前进行救助。由于外卖小哥右脚划伤，急需到医院处理，但同时有一个订单急需送到顾客手里。经过沟通，外卖小哥由当事人陪同去医院，而订单则由铁骑队员代送。@东方今报  东方今报的微博视频,,,"http://f.video.weibocdn.com/0JS3unCjlx07FT4k6xsA01041200oU7Y0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&ori=0&ps=1BThihd3VLAY5R&Expires=1598453379&ssig=7ZZ2%2F2iYah&KID=unistore,video",,2020-08-24,微博视频,11,1,0,铁骑小姐姐帮受伤外卖小哥送外卖,东方今报
4541481115455910,Jhp71mTky,【#95后海归硕士回应做汽修工#年薪30w 】近日，95后海归硕士孙正阳应聘汽车维修工引发热议。现在，他已经入职杭州城西的一家车行。他说刚开始时家人和朋友都不太理解，但解释了原因和发展前景，就都慢慢接受了。 都市快报的微博视频  ,,,"http://f.video.weibocdn.com/0010xSqbgx07FSJsi1D201041200Oabr0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1CwnkDw1GXwCQx&Expires=1598453378&ssig=7omgY%2F47B1&KID=unistore,video",,2020-08-24,iPhone客户端,15,2,1,95后海归硕士回应做汽修工,
4541478963776060,Jhp3yfQkc,【#西藏边防战士巡逻穿过毒草丛#】西藏军区，海拔2800多米的吉隆沟深山河谷，边防战士们踏上巡逻路。道路湿滑泥泞，还会遇到泥石流或塌方，摔跤是常事儿。雨季毒草丛生，皮肤碰到毒草后会发红发肿，像针扎一样疼痛，持续七八个小时，戴着手套也没能避免……网友：致敬最可爱的人！感恩守护！央视军事的微博视频 @央视军事,,,"http://f.video.weibocdn.com/Iv4sgXFLlx07FPTtnBPq01041201D9jc0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&ori=0&ps=1BThihd3VLAY5R&Expires=1598453379&ssig=i6muqdUx3E&KID=unistore,video",,2020-08-24,军事 · 视频社区,9,0,0,西藏边防战士巡逻穿过毒草丛,央视军事
4541474865417067,JhoWWmJe3,【#菲律宾发生爆炸#已致9死18伤 现场曝光】8月24日，菲律宾苏禄省霍洛镇发生两起爆炸，已致9人死亡18人受伤。死者中5人为士兵、4人为平民。警方称，爆炸由一辆装载简易爆炸装置的摩托车引起，第二次爆炸发生于一处教堂附近，两个爆炸点相距百米。@世面 世面的微博视频 ,,,"http://f.video.weibocdn.com/H1NveTiylx07FSYKoGkg01041200dYHI0E010.mp4?label=mp4_720p&template=720x1280.25.0&trans_finger=11ccc9c970f47cffd9369c72510b3033&ori=0&ps=1CwnkDw1GXwCQx&Expires=1598453378&ssig=%2BEtENa6Q%2Ba&KID=unistore,video",,2020-08-24,iPhone客户端,2,1,0,菲律宾发生爆炸,世面
4541467668776542,JhoLkAPb8,【#救人未成功遭恶评医学生回应#：做了应该做的事情，问心无愧】两女大学生跪地救人未成功遭恶评引关注。当事人彭婕婷和陈家利是@成都中医药大学 硕士研究生，今年毕业。当事人彭婕婷回应表示：“我们做了自己应该做的事情，问心无愧。”校方通过官微力挺学生称，两人以实际行动践行医学生誓言 ，学校拟授予两人校长特别奖。（川报观察） 封面新闻的微博视频,,,"http://f.video.weibocdn.com/0037i1akgx07FRIcb2rK010412004ha90E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&ori=0&ps=1BThihd3VLAY5R&Expires=1598453389&ssig=u%2BBe5%2FWRdr&KID=unistore,video",,2020-08-24,微博 weibo.com,24,4,3,救人未成功遭恶评医学生回应,成都中医药大学
4541452136232396,Jhomhq9kw,【小龙虾/箜篌/电竞/殡葬专业...“爆款”or“冷门”？#全国本科院校18年来新增37799个专业#】许多高校为了吸引人才，也在不断适应市场需求，开设了不少“新奇”专业。有的成为热门：江苏盱眙有一所小龙虾学院，学院院长表示，这个专业学生供不应求；因时而生的还有电子竞技专业，2017年，南京传媒学院就率先将该专业引入全日制本科的学习中，第一届学生也即将迎来毕业季。而有一些专业则是常年无人问津：去年，杭州师范大学钱江学院一位大四女生走红网络，她主修的箜篌专业只有她一人。随着社会的不断发展，所谓高校专业的冷与热也是风水轮流转。去年9月，38名新生进入安徽城市职业管理学院学习殡葬专业。校方表示，原本还担心这个专业会很冷门，没想远高于最初30人的计划招生人数。目前殡葬专业人才很紧俏，收入也相对较高。 教育部统计数据显示，过去18年里，全国各大本科院校共新增37799个专业，撤销了1496个专业。过去20年，工学所占的比例越来越大。《2020年中国大学生就业报告》分析指出，2019年工学应届毕业生平均薪资是5809元，超过经济学的5519元，成为薪资最高的专业。  央视财经的酷燃视频,,,"http://fus.cdn.krcom.cn/DfTJqgF2lx07FRQwAVQQ01041201NCq00E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=89e80cc968cf62d88bc0497f09b8bd65&ori=0&ps=1BThihd3VLAY5R&Expires=1598453390&ssig=dIzfC5%2BxDC&KID=unistore,video",,2020-08-24,iPhone客户端,1,1,1,全国本科院校18年来新增37799个专业,
4541450551045525,JhojJ4nZj,【#银行回应新员工不喝酒被打耳光#：确系失当 对责任人进行停职】近日，网上曝出厦门国际银行#新员工不喝领导敬酒被打耳光#一事引起热议。今日厦门国际银行北京分行官微发文回应称：确系该领导言语行为失当，对该领导董某给予严重警告处分，扣罚二个季度绩效工资；对支行负责人罗某给予警告处分，扣罚一个季度绩效工资。（三联） @新京报动新闻 新京报动新闻的秒拍视频,,,"https://gslb.miaopai.com/stream/dn4Y6EQ4MedarwLq7UkMEgRQVtbGn4TDXni8pw__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&ori=0&ps=1BThihd3VLAY5R&Expires=1598453390&ssig=XqnmPfh30U&KID=unistore,video",,2020-08-24,iPhone客户端,4,3,3,"银行回应新员工不喝酒被打耳光,新员工不喝领导敬酒被打耳光",新京报动新闻
4541437243039523,JhnYgcKIz,【江西#男生录取北大骑马戴红花返乡#，村委会：为了激励学生努力考学】21日，江西吉安。遂川中学蒋侨高考成功考上北大，村里为其庆祝。蒋侨骑马戴大红花返乡，前头后尾还跟着车队，不少路过的村民驻足围观。据田心村村委会工作人员蒋保荣介绍，每逢村里孩子考上本科，村里人都会给举办类似的庆祝活动，为的就是激励学生努力考学。 沸点正能量的微博视频,,,"http://f.video.weibocdn.com/jifazDNflx07FROYjw9i01041200hKwN0E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&ori=0&ps=1CwnkDw1GXwCQx&Expires=1598453349&ssig=AnAkp4PylO&KID=unistore,video",,2020-08-24,Android,33,11,6,男生录取北大骑马戴红花返乡,
4541425566354173,JhnFqqF0F,【#女子路中间系鞋带被碾压致死# 民警：双方都有责任】8月18日傍晚7时许，广东东莞黄江某科创园内，一名女子从园区厂房里走出来时发现自己的鞋带松了，于是蹲在地上系鞋带，此时她身后一辆轻型厢式小货车卸完货后倒车。因女子背对货车蹲在地上，且处于货车的视线盲区，加上傍晚视线不佳，女子不幸被碾压，当场身亡。燃新闻的秒拍视频,,,"https://gslb.miaopai.com/stream/X0BkV9EPeynp6J~ewLTraqD5H~n7jfoE9eVzPQ__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&ori=0&ps=1BThihd3VLAY5R&Expires=1598453390&ssig=mRZlEEI22u&KID=unistore,video",,2020-08-24,Android,3,6,6,女子路中间系鞋带被碾压致死,
4541393177675997,JhmPbwcSp,【大爷大妈在酒店大堂跳广场舞不听劝阻 工作人员无奈把空调开到30度】#大爷大妈酒店跳广场舞被调高温劝离#8月22日，浙江杭州。大爷大妈们在酒店大堂跳广场舞，不听工作人员劝阻。工作人员无奈只能把空调调成30度，过了一会儿大爷大妈觉得热纷纷离开。沸点视频的微博视频 ,,,"http://f.video.weibocdn.com/j8niq6wflx07FRKVbvL201041200kKJv0E010.mp4?label=mp4_720p&template=720x1280.24.0&trans_finger=c3f00996be5378650057cf237d7bfffd&ori=0&ps=1CwnkDw1GXwCQx&Expires=1598453389&ssig=H9iPwR8VDn&KID=unistore,video",,2020-08-24,Android,10,14,3,大爷大妈酒店跳广场舞被调高温劝离,
4541378828175959,Jhms2yiWj,【#丽江3岁男孩被抱走 涉事女子细节曝光# ：身穿紫红色上衣 齐耳短发】8月23日上午，云南丽江永胜一名男孩被一名乘坐白色小型汽车的女子抱上车后带走。据开屏新闻消息，孩子姐姐称，弟弟是被抱上了一辆白色的车，下车抱走弟弟的是一个30岁至50岁之间的女人，身着紫红色的上衣 ，下身穿牛仔裤，留着齐耳短发。姐姐一边追一边问‘为什么抱我老弟，别抱我老弟’， 还追上去拉了车门，不过被推开了。目前，孩子的寻找工作正在进行中燃新闻的秒拍视频,,,"https://gslb.miaopai.com/stream/IlJ1xhnlExsuyabW65JQYjaiCtsWPEZ6OkUhHg__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&ori=0&ps=1BThihd3VLAY5R&Expires=1598453390&ssig=y8kDa5nJX0&KID=unistore,video",,2020-08-24,Android,8,6,5,丽江3岁男孩被抱走 涉事女子细节曝光,
4541376363239429,Jhmo4dAIR,【#郑州新增5例境外输入无症状感染者详情#公布】8月23日0-24时，郑州市新增境外输入新冠病毒无症状感染者5例，均为8月22日乘坐俄罗斯莫斯科CA910航班由郑州入境归国人员。具体如下：　　王某某，女，25岁，浙江省人；水某某，女，54岁，辽宁省人；王某某，男，36岁，黑龙江人；林某某，女，32岁，辽宁省人；王某某，女，47岁，浙江省人。　　该航班人员入郑后，依照郑州市常态化疫情防控相关规定，下机、检验、转运、隔离等整个过程均实行了闭环管理，并全部转运至健康关爱中心实施集中隔离医学观察。上述5人入境后核酸检测结果为阳性，无发热、咳嗽等症状，根据现行管理规范，被确定为新冠病毒无症状感染者，并立即由专用车辆转送至定点医疗机构进一步隔离医学观察。（郑州市疾病预防控制中心）,,https://wx3.sinaimg.cn/large/63b09f89ly1gi1mzdwvsoj20rs0m8q50.jpg,,,2020-08-24,Android,1,0,1,郑州新增5例境外输入无症状感染者详情,
4541375749817283,Jhmn4FbVh,【#学校拟授予跪地救人两女大学生校长特别奖#】两女大学生跪地救人未成功遭恶评引关注。8月23日晚，两人所在的成都中医药大学表示，两人以实际行动践行医学生誓言 ，学校拟授予两人校长特别奖。14日，湖南常德火车站内一男子突发疾病倒地，两人跪地做心肺复苏和人工呼吸，但男子仍不幸去世。紧急呼叫的微博视频,,,"http://f.video.weibocdn.com/L4zu9XPclx07FSyMolqE01041200dtVR0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&ori=0&ps=1BThihd3VLAY5R&Expires=1598453391&ssig=WlxHrjjDtG&KID=unistore,video",,2020-08-24,正能量 · 视频社区,31,3,2,学校拟授予跪地救人两女大学生校长特别奖,
4541200641575280,JhhOE6BNK,【#美国新冠感染病例出现年轻化趋势#】目前，#美国新冠肺炎超566万例#，感染病例持续年轻化：加州洛杉矶县最近1600多例单日新增病例中，约三分之一的年龄在30至49岁之间；3月以来，佛州18岁以下感染者超4.7万例，过去两周中超7000例儿童确诊；美疾控中心也称，3月至7月，美国儿童新冠感染率持续上升↓ 央视新闻的微博视频,,,"http://f.video.weibocdn.com/s5bhSxodlx07FRyhvAZa01041200kL8J0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&ori=0&ps=1BThihd3VLAY5R&Expires=1598453391&ssig=jFD2%2Fr0Z4r&KID=unistore,video",,2020-08-23,iPhone客户端,10,3,6,"美国新冠感染病例出现年轻化趋势,美国新冠肺炎超566万例",
4541195008615212,JhhFyA9d2,【安徽寿县493人高烧腹泻，当地卫健委：已关闭自来水厂，初步调查为志贺氏菌感染所引起】#安徽寿县通报村民不明原因腹泻#8月20日以来，寿县保义镇居民493人陆续出现发热呕吐、腹痛腹泻症状，寿县立即成立处置工作领导组，迅速开展人员治疗工作，其中县医院、县中医院收治289人，目前病人病情普遍好转，部分病人已治愈出院。据省市县联合调查组初步调查，判定为志贺氏菌感染所引起。为防止水体感染，保义镇自来水厂已于8月21日关闭，有关处置工作正在进一步进行中。@东方今报 （淮南市寿县卫生健康委员会）  东方今报的微博视频,,,"http://f.video.weibocdn.com/nMgGC0FClx07FRN6zGCQ01041200mnPi0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&ori=0&ps=1BThihd3VLAY5R&Expires=1598453391&ssig=sh4ieciocW&KID=unistore,video",,2020-08-23,微博视频,13,2,6,安徽寿县通报村民不明原因腹泻,东方今报
4541193030208407,JhhCn0Sdp,【#逝者家属感谢救人无效遭恶评的医学生#：你们做到最好了】近日，湖南常德火车站内，一男子突发疾病。两名医学生立即跪地抢救，但无力回天。离开时，两人忍不住抽泣，还错过了列车…对此，有网友暖心安慰，也有人发布恶评。逝者家属说，恶评可能会让很多人不敢再伸出援手↓请善待每一份爱心！看看新闻KNEWS的秒拍视频 @看看新闻KNEWS,,,"https://gslb.miaopai.com/stream/qsmbeFtVwkBozvLw4iBgv4Vi8T9t0fnkjBpDeA__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&ori=0&ps=1BThihd3VLAY5R&Expires=1598453391&ssig=Z%2FTP4LBcN4&KID=unistore,video",,2020-08-23,iPhone客户端,16,6,8,逝者家属感谢救人无效遭恶评的医学生,看看新闻KNEWS
4541179155187272,JhhfZlLrG,【这事儿好比“相亲”，合适的就是最好的】这两天，中国民航大学拟在郑州设校区的消息，让不少河南人振奋不已。一旦落地，这将成为我省多年来不遗余力引进知名高校的一个重大突破。　　据媒体报道，近日，民航局和我省就进一步推进河南省民航教育发展深入交换了意见。其中首次公开透露，目前，中国民航大学拟在郑州航空港经济综合实验区设立郑州校区，为河南民航发展提供专业人才和科技支撑。民航局相关负责人也表示，下一步，将在政策允许范围内，充分考虑河南民航发展需要，全力支持河南民航专业人才培养。　　高等教育发展水平被视为一个地区发展潜力和竞争力的重要体现。一个地区拥有大学的数量和质量，直接关乎其发展前途、科研创新能力和社会影响力。特别是在关键的转型发展期，人才之于地区发展，更是至关重要的资源。然而遗憾的是，河南的高等教育资源尤其是高水平大学较为匮乏，与全省人口规模、经济规模极不相称。　　先天不足，只能后天弥补。近年来，正是看到了优质科教资源匮乏这一短板，我省持续发力，不断加大对高等教育的经费投入。　　一方面，注重“在内育人留人”，支持省内高校发展，郑州大学、河南大学双双入选国家“双一流”建设高校行列；另一方面，着眼外部引才引智，积极与名校沟通对接，推进与国内外名校合作建立研究院、设立分校等。　　此次中国民航大学准备在郑州设立分校，就是多年来我省强力补短板、持续引名校的鲜明例证。　　值得一提的是，中国民航大学入郑，给河南带来的将不只是一所大学，仅仅满足河南人民对优质高等教育的需求，它还着眼于郑州航空港以及本地相关产业的发展，满足河南民航业发展的需要。　　表面上看，中国民航大学不是985、211高校，也并未进入国家“双一流”建设名单，但它却被视为“中国民航人才摇篮”，是行业知名高校。这对目前正大力发展航空经济、急需民航专业人才的河南来说，无疑是一场量身定做的“招亲”，一次情投意合的“牵手”。　　这样的高校引进思路，透露着务实之风，也传递出明确信号：引才引智，不仅看谁名气大、比谁牌子响，更多的还要看双方匹配度、契合度。这就好比两个人相亲，对方条件再好、能力再强，如果双方谈不拢、合不来，照样白费功夫。　　如今，“高校引进”已成为许多省市加快高等教育发展的重要举措，继具有代表性的“北青岛、南深圳”后，宁波、苏州、重庆等众多城市也纷纷加入到高校争夺战中，竞争态势可见一斑。　　相比之下，我省还需要拿出更多看得见、摸得着的实质性举措。但即便如此，我们也要保持冷静，教育需求再强烈，也不能“病急乱投医”，毕竟只有适合自己的才是最好的。　　“反木桶原理”认为，木桶最长的一根木板决定了其潜力与优势。在强力补短板的同时，找准我们的产业优势，多引进一些与本地产业相符的高水平大学，紧紧对接地区发展所需，我们就有机会实现弯道超车、后来居上。（豫论场）#中国民航大学拟设郑州校区#,,https://wx2.sinaimg.cn/large/63b09f89ly1gi10be3wntj20cg0j77b7.jpg,,,2020-08-23,iPhone客户端,12,5,2,中国民航大学拟设郑州校区,
4541176101998777,Jhhb48nYl,#CUBA处罚消极比赛球队# 【朝自家篮筐投球 中国大学生篮球联赛两球队因消极比赛被取消资格】“这个球投的……我有点不知道什么情况？”“还有2秒进攻时间，不看表的吗？”2020年8月20日，CUBA中国大学生篮球联赛广东工业大学与江西师范大学的比赛中，场上球员匪夷所思的表现让比赛解说都摸不着头脑。8月23日，中国大学生篮球联赛CUBA官方发布消息，CUBA联赛组委会针对8月20日小组赛广东工业大学对阵江西师范大学的比赛，进行了细致回看和研判，认定两支球队消极比赛的情况属实，故按照《全国学生纪律处罚条例》，取消两支队伍小组赛成绩。@东方今报  东方今报的微博视频,,,"http://f.video.weibocdn.com/mI2DO0lwlx07FRHWV10c01041200lhz70E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&ori=0&ps=1BThihd3VLAY5R&Expires=1598453392&ssig=sb9oKvpUYn&KID=unistore,video",,2020-08-23,微博视频,1268,241,150,CUBA处罚消极比赛球队,东方今报
4541165577441006,JhgU5vdKe,【紧急！#丽江3岁男孩被坐白色车女子抱走# 警方正堵卡查缉！】23日，云南丽江永胜县公安局发布通报称，23日上午10时34分，永胜县公安局接到群众报警：在永胜县永北镇东昌路驾考中心附近玩耍的一名男孩，被一名乘坐白色小型汽车的女子抱上车后带走。接警后，永胜县公安局立即组成工作专班，开展堵卡查缉、人员核查等相关工作。经向小孩父母及爷爷、奶奶了解，被抱走的小孩3岁左右，上身穿白色底黄色横向条纹衣服，下身穿白色灯芯(草)绒裤子。目前，各项工作正在开展中。请知情人及时与永胜县公安局联系，联系电话0888-6543526(永胜县公安局办公室)，0888-6527110(永北派出所)。,,https://wx4.sinaimg.cn/large/63b09f89ly1gi0yrvl8auj20u016f0uv.jpg,,,2020-08-23,iPhone客户端,4,3,5,丽江3岁男孩被坐白色车女子抱走,
4541161417477133,JhgNnvn8V,【#南海渤海黄海将组织军事活动#】据广东海事局消息，8月24日0时至8月29日24时，南海粤东海域将进行军事训练。据大连海事局消息，8月24日8时至8月25日18时，渤海海峡执行军事任务。据唐山海事局消息，8月24日0时至9月30日24时，渤海部分海域执行实弹射击活动。据青岛海事局消息，8月22日12时至8月26日12时，黄海青岛至连云港以东海域组织重大军事活动。（央视军事）,,https://wx3.sinaimg.cn/large/63b09f89ly1gi0yall7dxj20rs0fm1kx.jpg,,,2020-08-23,微博 weibo.com,8,1,0,南海渤海黄海将组织军事活动,
4541158968263232,JhgJqyFDW,【#河南启动仰韶村遗址第4次考古发掘#，距离上次已有40年】河南仰韶村遗址22日重启考古发掘。此次发掘距离上次已有40年，将运用现代技术手段为黄河文化、中原地区文明化进程等课题提供新的考古资料。“仰韶村遗址的历次发掘见证了中国考古学的成长，是探索中华文明历程、构建文化自信的重要缩影。”河南省文物局局长田凯说。1921年在河南省渑池县仰韶村遗址展开的第一次发掘，标志着中国考古学的诞生。其重要发现被命名为“仰韶文化”，这是中国近代考古学史上出现的第一个考古学文化名称。新中国成立和改革开放后相继完成了第二次和第三次发掘，使仰韶文化内涵日益丰富。“仰韶村遗址是黄河流域仰韶文化核心分布区的重要遗址。黄河文化研究亟待加强。2021年是中国考古学诞生100周年、仰韶文化发现100周年，重启考古发掘恰逢其时。”河南省文物考古研究院院长刘海旺说。距今约5000年至7000年的仰韶文化，是黄河中下游地区重要的新石器时代文化，以发达的制陶工艺为人熟知。这一时期的彩陶色彩绚丽、图案丰富、绘画手法高超娴熟，达至中国史前彩陶文化巅峰。“这些彩陶所产生的影响，南达长江中游、北抵河套地区、东及黄河下游、西至甘青地区，形成了中原史前文化向周围的第一次辐射。”中国考古学会理事长、中国社会科学院学部委员王巍表示，仰韶文化深刻影响中华文明的起源、形成和发展进程，借助现代技术手段开展新的发掘，可把先人的生存状态更加鲜活地呈现给世人。据了解，本次发掘由河南省文物考古研究院、三门峡市文物考古研究所等联合承担，将完成遗址南部核心区考古发掘和中北部仰韶文化壕沟、龙山文化环壕的解剖工作等。“我们已组建了精干的考古发掘和研究团队，将全方位获取仰韶村遗址丰富的古代文化、社会、人类信息。”发掘项目负责人魏兴涛说。#仰韶村遗址第4次考古发掘启动#,,https://wx3.sinaimg.cn/large/63b09f89ly1gi0xzzmagaj20hi0d5wyv.jpg,,,2020-08-23,iPhone客户端,26,6,11,"河南启动仰韶村遗址第4次考古发掘,仰韶村遗址第4次考古发掘启动",
