评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/3187478110,请随意抹布我本命但要记得艾特我,女,海外,4544,435,360,回复@莫失聪聪:昨天懒得回复你，我还是那句话，你读不懂可以手抄一份问问你小学老师。另，该民事赔偿就民事赔偿，但是是有过失，不是防卫过当或故意伤害。我真的不想跟你说了，什么叫“开脱”？你觉得帮女同学拦截猥亵男是犯罪？是需要开脱的事？真是蝻权脑啊，你别再回复我了，我也不想送你答题，麻烦。,0,2020-08-26 10:11 
https://weibo.cn//u/6105812214,枫丹白露02791,男,其他,2103,336,161,老人倒地扶不扶已经坑了一批人。看来见义勇为的风险也很大。  这是要把我们最起码的良知道德全部坑趴下的节奏吗？,0,2020-08-26 10:09 
https://weibo.cn//u/7151154217,唯冷独嗳月倾心2,女,江西,630,486,44,回复@九隅斌客:何错之有？,0,2020-08-26 10:09 
https://weibo.cn//u/1750515901,Lily喵_斗里,女,海外,7945,242,261,回复@这个牛-很低迷:律政界辣鸡特别多，因为畜牲知道自己制定法律才能逃脱漏洞。我不是说所有，只是说其中一部分。好人数量有些少了。,0,2020-08-26 10:07 
https://weibo.cn//u/2189172627,王小埋丶,男,安徽,58,47,62,回复@空明巷的光:,0,2020-08-26 10:07 
https://weibo.cn//u/5856125242,面朝阳光很温暖,女,陕西,3494,59,105,回复@这个牛-很低迷:别说，还真的有这样的案例,0,2020-08-26 10:06 
https://weibo.cn//DasxTy,宇飞扬-燕几航,女,山西,988,96,142,哦 ，这不是见义勇为啊，那你们警察这算见义勇为了呗，勇敢的从无辜男生手里救下了猥琐男呗，鼓掌👏,0,2020-08-26 10:06 
https://weibo.cn//u/7373180518,KJX20051104XING,女,河北,181,187,11,回复@东方今报:话题 没了？？？,0,2020-08-26 10:05 
https://weibo.cn//u/5969632713,--金桔希子--,女,浙江,123,280,148,好让人生气啊,0,2020-08-26 10:05 
https://weibo.cn//u/3968416409,街角的人cm,女,河南,502,321,604,是提倡袖手旁观么,0,2020-08-26 10:05 
https://weibo.cn//u/7151154217,唯冷独嗳月倾心2,女,江西,630,486,44,回复@这个牛-很低迷:对啊，超市老板追小偷，小偷闯红灯被撞死，还判了超市老板赔钱呢,0,2020-08-26 10:05 
https://weibo.cn//u/5897933217,怎么把微博注销,女,海外,1,38,24,狗官，呸,0,2020-08-26 10:05 
https://weibo.cn//u/6294737439,詺天的詺天,男,广东,92,28,8,舆论执法，大国风范     举报             赞[0]         回复             今天 10:04 来自网页,0,2020-08-26 10:04 
https://weibo.cn//u/6527270426,没脑子的馋鬼,女,其他,0,78,41,着实无语,0,2020-08-26 10:04 
https://weibo.cn//u/5333154116,韩丕丕_,女,海外,506,1016,266,曹尼玛,0,2020-08-26 10:04 
https://weibo.cn//u/5634565146,阿宋啊阿宋,女,湖南,556,474,71,20万不该拒绝吗？,0,2020-08-26 10:04 
https://weibo.cn//u/6472974071,ElegantNi,女,江苏,501,297,139,？？？？？,0,2020-08-26 10:03 
https://weibo.cn//purplevv,阿紫丫头,女,北京,7518,669,874,没有惊动？高度重视？ 呵呵 这什么玩意儿,0,2020-08-26 09:42 
https://weibo.cn//u/2410963803,不惑始书,男,广西,1690,574,137,回复@东方今报:看不懂了,0,2020-08-26 09:28 
https://weibo.cn//zhanyonglun,狗狗与周周,女,广东,357,737,188,回复@AfricanCats:看看吧，见义勇为踢伤他就是没错，看见别人猥亵谁还管出手力度啊？据永州新闻网，记者从永州市公安局获悉，对近日网民关注的“男学生踹伤猥亵男”案，该局高度重视，已责令冷水滩分局撤销案件，立即解除对胡某某的刑事拘留，提级由市公安局重新调查。,0,2020-08-26 09:23 
https://weibo.cn//u/6924754779,有工作的家庭妇男,男,其他,7,65,25,回复@凛然眸下的泪:你从哪看到是流浪汉的，来，拿出证据,0,2020-08-26 09:21 
https://weibo.cn//sunflowerleaves,红叶太阳花,女,其他,1937,128,167,？？？？？？,0,2020-08-26 09:16 
https://weibo.cn//317127549,秀儿学院,男,湖南,216,60,67,我国的法律还不完善,0,2020-08-26 09:13 
https://weibo.cn//u/2442316532,The_24th_heaven,男,福建,677,263,312,回复@张弛cc:如果这样他可以不跑并接受法律的制裁，我觉得这么做没什么不妥。,0,2020-08-26 09:06 
https://weibo.cn//u/2442316532,The_24th_heaven,男,福建,677,263,312,回复@世纪贤宝:虽然我不是猥亵佬，但我不会人身攻击别人呀,0,2020-08-26 09:04 
https://weibo.cn//u/6408762078,A啦啦啦啦1,女,上海,10,215,14,这样之后谁还敢见义勇为,0,2020-08-26 08:58 
https://weibo.cn//u/1834093654,circleNcircle,男,广东,257,586,121, 这个社会的法律就是这样的么，我感到很绝望,0,2020-08-26 08:55 
https://weibo.cn//u/2434529707,LOvEKentoSuda,女,香港,4877,362,242,？？？,0,2020-08-26 08:55 
https://weibo.cn//u/7439768191,布鲁斯浩克,男,北京,22,253,11,回复@干啥啥不行吃饭第一名·:很多小地方现在自然有这种情况，只是没有被爆出来而已,0,2020-08-26 08:51 
https://weibo.cn//427906368,广宇3721,男,河北,137,205,1077,同学之间的正当防卫，众人的见义勇为应该得到鼓励。治安处罚法难道会鼓励威胁和逆来顺受吗？,0,2020-08-26 08:48 
https://weibo.cn//u/5233210565,宇舟line,女,四川,5362,386,548,妈蛋     咱众筹给找好律师    怎么筹钱？,0,2020-08-26 08:46 
https://weibo.cn//u/5233210565,宇舟line,女,四川,5362,386,548,狗屁法律   能不能整点阳间等我法律,0,2020-08-26 08:45 
https://weibo.cn//u/1866920117,Michaelle,女,其他,1465,1032,96,？？？//,0,2020-08-26 08:34 
https://weibo.cn//u/2145649852,酥檀,女,云南,100,351,39,我吐了，拒绝赔偿？20万是一个普通家庭说拿就拿的吗,0,2020-08-26 08:34 
https://weibo.cn//600230610,王不留行up,男,浙江,2950,440,405,我想看看这个老头长人模狗样的,0,2020-08-26 08:16 
https://weibo.cn//u/5642700963,百花图谱,男,其他,117,55,480,回复@张fy张:坏警察和坏法官越多，监狱里好人也就越多,0,2020-08-26 08:10 
https://weibo.cn//u/2357102684,今日痛饮重逢酒,男,安徽,441,324,173,奇幻的世界,0,2020-08-26 08:08 
https://weibo.cn//u/5462689885,千江有水千江月oc,女,辽宁,198,47,82, 真能这样？？？,0,2020-08-26 08:00 
https://weibo.cn//u/2023400483,君君lilac,女,海外,25,77,37,回复@茉莉花味香胰子:好，你的回复全部看了，但是仍然不理解即使行为过当或者说在他终止猥亵行为以后仍然追打造成伤害？但是罪至刑拘吗？为什么我们的司法公正总是要靠舆论压力？浙大强奸犯努什么的那个东西且不说是否被逼取消学籍，为什么只是获刑一年半缓刑一年半这么轻？这样的判决真的公正吗？,0,2020-08-26 07:53 
https://weibo.cn//u/2416509007,维鹊有巢12,男,陕西,520,158,158,永州，唐慧的案子还都记得吗？就是这个地方！,0,2020-08-26 07:52 
https://weibo.cn//u/5563592112,干啥啥不行吃饭第一名·,女,其他,5,68,27,回复@布鲁斯浩克:是的 很多年前我那小县城就是，后来因为一个导火索激起了民怨.打砸抢烧政府和公安局...紧急在邻近县市调动警力 那块范围只能进不能出才控制好...现在那里还立了个警示馆...那时候就是官匪一家.我还上小学 从来不知道晚上出去玩是什么感觉..太乱了...偷抢都是常事...经过那次事件...家乡才开始发展了...,0,2020-08-26 07:42 
https://weibo.cn//u/6130998499,围城_72594,男,天津,392,384,111,回复@莫耶coda:如果已经控制住了，再去殴打，这属于故意伤害；现在情况是嫌疑人逃跑过程中，制服嫌疑人的过程中造成的伤害，不应属于故意伤害，这跟抓小偷过程导致小偷受伤等性质一样。,0,2020-08-26 07:23 
https://weibo.cn//u/1580140915,T-54坦克,男,上海,1830,200,32720,说正当防卫的各位，你们要是以后搁马路上被一群人莫名其妙揍一顿，然后他们说你摸了他女朋友屁股。这时候你们还要这正当防卫么？,0,2020-08-26 06:53 
https://weibo.cn//u/5832808573,江浦路剥虾冠军,女,广东,1050,227,66,？缓缓打出一个问号,0,2020-08-26 06:45 
https://weibo.cn//u/6064725895,哟呵这就比较厉害了,女,其他,546,160,239,以后大家还敢见义勇为？,0,2020-08-26 06:44 
https://weibo.cn//u/5696847996,海月翎的大号,女,黑龙江,279,138,61,回复@LAN梦91161:这法律笑死我了，不保护受害人反倒越来越强调罪犯的人权，中国是庇护罪犯的国家吗？,0,2020-08-26 06:42 
https://weibo.cn//u/2704680364,starbaby-June,女,上海,298,230,177,回复@种花家De小狮子:唉，一家人的命运就此改变了。,0,2020-08-26 06:32 
https://weibo.cn//312036662,Lion1vy,女,湖北,342,319,1768,你们警察抓坏人的时候不会把坏人弄伤？我想知道那怎么没见过你们被刑拘呢？,0,2020-08-26 06:22 
https://weibo.cn//u/1678047340,让世界倒转吧,女,内蒙古,2757,309,893,警察有追捕的权利，普通公民没有……,0,2020-08-26 06:20 
https://weibo.cn//u/6599047475,LAN梦91161,男,其他,0,359,4,回复@海月翎的大号:真的是，这法律真的是令人失望,0,2020-08-26 06:09 
https://weibo.cn//u/6599047475,LAN梦91161,男,其他,0,359,4,回复@扣扣睡醒了:真的是，他还有理了这,0,2020-08-26 06:08 
https://weibo.cn//u/5231932802,阿滨滨滨滨滨滨,女,吉林,97,138,308,意思是以后见义勇为之前先去找律师问问，会不会被判刑？,0,2020-08-26 05:56 
https://weibo.cn//u/2538064033,当年明月1890,男,山东,0,6,0,我家和邻居家发生一些小纠纷，邻居先是破口大骂，然后先动手打人，我爸和他撑了一下架子，他俩都倒地了，被人拉开后，对方还还骂了一个多小时，后来对方住院了，轻伤一级和二级，我家赔钱加判刑，你找谁说理去，对方在公检法系统也有亲戚，呵呵，这就是现实。,2,2020-08-26 05:27 
https://weibo.cn//u/6564150303,Chpmnk,女,海外,1010,166,24,真噁心 是有多心虛還把話題炸了,0,2020-08-26 05:08 
https://weibo.cn//u/6564150303,Chpmnk,女,海外,1010,166,24,話題沒了科科,0,2020-08-26 05:07 
https://weibo.cn//u/7317571275,TXXSYT,男,其他,1012,663,401,回复@日村勇紀:中国的正当防卫这么苛刻，结果造成犯罪分子敢嚣张，受害人很难维护不被害的权益，客观上起了助纣为虐的作用。,0,2020-08-26 04:35 
https://weibo.cn//u/5281470187,莫耶coda,男,湖北,138,451,50,回复@围城_72594:可以阻拦，可以制服。但你不能侵害嫌疑人身体，因为你没有对罪犯的执法权，这已经造成了一级伤残了，而且是犯罪终止后，判见义勇为肯定是不可能的,0,2020-08-26 03:37 
https://weibo.cn//u/5281470187,莫耶coda,男,湖北,138,451,50,回复@minicm:法永远是大于情的。情感上来说，这个人踢得没问题。但法律上来说，这个人是事后的恶意报复，判故意伤害没问题。法律是严谨的，见义勇为只适用于伤害发生时，而不是伤害发生后,0,2020-08-26 03:33 
https://weibo.cn//u/5812897302,我劝你自杀,男,其他,147,615,562,让你多管闲事,0,2020-08-26 03:23 
https://weibo.cn//u/6301451386,vyvy的厨子,男,其他,63,5,79,回复@RammyFan:你不能因为法律有漏洞就全面否认法律存在的意义。就好比你不能因为车子轮胎不好就把车扔了，那样只会让你走的更慢。,0,2020-08-26 03:10 
https://weibo.cn//u/6301451386,vyvy的厨子,男,其他,63,5,79,回复@RammyFan:法律确实做不到人人都能受到保护，但是法律的存在让全国人民最大程度的受到了保护。,0,2020-08-26 03:09 
https://weibo.cn//u/2352578055,斯托维科夫,男,海外,451,434,155,光天化日袭胸女生稳赚不赔？因为袭胸行为在一瞬间完成，事后任何追加动作都不构成正当防卫,0,2020-08-26 02:59 
https://weibo.cn//u/5189565496,siFLORA啊,女,湖南,940,334,356,永州好黑啊！感觉其中肯定有啥猫腻,0,2020-08-26 02:58 
https://weibo.cn//u/3592728615,必须学会上学,男,北京,84,351,124,回复@1142久久:是吗 我觉得你的更奇怪喔,0,2020-08-26 02:53 
https://weibo.cn//u/2134349481,背影君的蛋白酱,女,上海,282,69,30,回复@肖御医:也可能和猥亵犯商量好了，保证他这次没事，要了钱九一分账，被踢了一脚骨折不严重再帮他加重一下病情来更好的讹人，反正唐慧案都没事，故意撞一下算什么,0,2020-08-26 02:52 
https://weibo.cn//u/2113465451,饣反木甬i,男,其他,249,222,99,回复@用户·89757:抓捕罪犯是👮的事，你没有权力限制他人人身自由。,0,2020-08-26 02:46 
https://weibo.cn//u/2113465451,饣反木甬i,男,其他,249,222,99,回复@种花家De小狮子:被他打断的吧,0,2020-08-26 02:42 
https://weibo.cn//u/6633816080,娶巴巴羊回家,女,其他,26,207,13,回复@明月月明:帮忙留人被拘留，社会逼人冷漠啊,0,2020-08-26 02:39 
https://weibo.cn//u/3254744797,1142久久,男,上海,27,96,36,回复@东方今报:1。没经检察院起诉没经法院判刑的都是无罪的，公安凭什么出具法治意见认定不是见义勇为或是正当防卫？公安现在可以兼职法官了？  2这件事情的重点不在于是不是见义勇为，明明在意奇葩的伤情鉴定，凭什么了伤就认定事那天男孩子踢的，当场怎么不认定？回家走路上被雷劈了摔出来的可能性更大吧,0,2020-08-26 02:38 
https://weibo.cn//u/5656363976,张小熊zz,男,江苏,196,553,188,20w的民事赔偿是警察定的价么，为啥要赔他,0,2020-08-26 02:37 
https://weibo.cn//u/2134349481,背影君的蛋白酱,女,上海,282,69,30,回复@我的晋助老公不可能那么傲娇:还真是 刚刚看完唐慧案,0,2020-08-26 02:37 
https://weibo.cn//u/2232686183,深海潜伏者111,男,河南,2624,202,502,湖南永州，痴汉天堂,0,2020-08-26 02:35 
https://weibo.cn//u/3254744797,1142久久,男,上海,27,96,36,回复@1142久久:以及，律师和法律届一些人已经出来说了不应该有刑事责任的,0,2020-08-26 02:34 
https://weibo.cn//u/3254744797,1142久久,男,上海,27,96,36,我替法律叫个冤，每次这种事情都说法律不正义不保护谁谁谁，法律有漏洞，法律不公平，拜托，这里面检察院和法院根本就没出现好吗？公安根本就没有移交检察院也没起诉没审判，现在是在公安里面，虽说公检法公检法，但是检查院和法院归属于司法体系是有最高检和最高法管着的，公安应该属于当地政府吧？,1,2020-08-26 02:33 
https://weibo.cn//u/6633816080,娶巴巴羊回家,女,其他,26,207,13,回复@老父两次报警无果被杀:上去上去,0,2020-08-26 02:32 
https://weibo.cn//u/5092845668,Tonyyyyyyyyyyyyyy,男,浙江,32,64,21,我以为法律是用来讲理的地方，看来是我年轻了，警方都鼓励猥亵+讹诈了，还是做个坏人好呀！,0,2020-08-26 02:31 
https://weibo.cn//u/3254744797,1142久久,男,上海,27,96,36,回复@日村勇紀:不是你们想法好奇怪，世界上没有完美的法律，好的执法者可以用现有的法律解释做出正当的结果，不好的执法者他就当你是废纸一本，看都不看你法律再完善有什么用？你看清楚这个事件里面只有公安，没有检察院和法院，这是行政内部的事情，交给纪委，和司法系统无关,0,2020-08-26 02:30 
https://weibo.cn//u/6424694975,周嘉鱼的林先生,女,其他,639,262,857,永州公安牛掰,0,2020-08-26 02:23 
https://weibo.cn//u/1412006993,RammyFan,男,重庆,1109,206,150,回复@vyvy的厨子:“如果人人都可以自己去惩罚加害者，那还要法律干什么”——如果法律总是不能保护受害人，那还要法律干什么？,0,2020-08-26 02:10 
https://weibo.cn//u/3732800080,SJ颖,女,其他,1998,329,116,QTMD阻止犯法的人逃跑不叫见义勇为？？？？还拒绝赔偿？那明明就是拒绝敲诈好么,0,2020-08-26 02:04 
https://weibo.cn//u/6534910081,小謝十二,女,广东,631,110,54,不好意思 想骂人了,1,2020-08-26 02:00 
https://weibo.cn//u/1714144044,tm222_861,男,上海,236,157,122,你女儿被人猥亵的时候，我们就看着好了,0,2020-08-26 01:52 
https://weibo.cn//u/6399115302,制热冰柜,男,其他,0,189,1,回复@东方今报:话题被封了 真tm牛逼,0,2020-08-26 01:43 
https://weibo.cn//u/3184673811,Espn丶TNT,男,天津,831,287,558,理解，在这儿，行人撞车了，是车不对,0,2020-08-26 01:34 
https://weibo.cn//u/5874348313,金珍妮珍有妮的,女,湖北,76,173,265,回复@只走胡同小巷:1看得懂 2列的1234就是不通顺 3你挺能杠的 4显着你了？,0,2020-08-26 01:33 
https://weibo.cn//u/7114104645,你不可有异心,男,海外,37,238,121,回复@绝望和心碎:他应该没有亲戚跟当地jc有关系，咋可能去做，这个一看就是有关系啊，人跟人不能比,0,2020-08-26 01:25 
https://weibo.cn//u/2903773201,群象之见,男,江西,718,4615,479, 老师这个案子男生的行为一定是违法了吗？,0,2020-08-26 01:22 
https://weibo.cn//u/6286264183,鹿味柒柒的父亲,男,其他,3,90,2,回复@猫泽西:钱到位了,0,2020-08-26 01:17 
https://weibo.cn//u/6286264183,鹿味柒柒的父亲,男,其他,3,90,2,回复@慈一ciyi:而且男生有一只手还不方便,0,2020-08-26 01:17 
https://weibo.cn//u/6286264183,鹿味柒柒的父亲,男,其他,3,90,2,回复@偷了烊烊的喵:是jc的财主啊,0,2020-08-26 01:14 
https://weibo.cn//u/2008131743,阿余伯伯,男,广东,215,257,2538,回复@每天都想偷猫:哈哈哈哈哈哈哈哈确实。。。,0,2020-08-26 01:14 
https://weibo.cn//u/6286264183,鹿味柒柒的父亲,男,其他,3,90,2,回复@肖御医:后面，男生的妈妈说后悔没有给20万了害,1,2020-08-26 01:12 
https://weibo.cn//u/2817689717,TangNi-Luna,女,四川,167,1076,7810,回复@快让我戳一下_:我点进去不予显示 然后我惊了…,0,2020-08-26 01:11 
https://weibo.cn//u/6286264183,鹿味柒柒的父亲,男,其他,3,90,2,粉碎性骨折当天还可以去派出所，最后一句话谁都会说,0,2020-08-26 01:10 
https://weibo.cn//u/5142986012,花七瑛,女,其他,445,599,59,回复@我本来就很man啊:,0,2020-08-26 01:05 
https://weibo.cn//u/1801845502,画画小学生彭彭,女,四川,12887,362,151,鼓励猥亵？,0,2020-08-26 01:03 
https://weibo.cn//rita921,草莓猴,女,重庆,5107,329,591,怎么就是故意伤害了？百思不解,0,2020-08-26 01:02 
https://weibo.cn//u/1791345730,吃完睡睡完吃嘚日子没啥不好,女,福建,5680,369,1319,猥亵者不当场阉了他已经算好的了……居然就这么不痛不痒就算了,0,2020-08-26 00:43 
https://weibo.cn//u/2064975895,我不是颗软柿子,女,河南,9999,488,2898,垃圾,0,2020-08-26 00:43 
https://weibo.cn//u/7388723622,楠先生_三次转生,男,湖南,763,255,11,不要追，打个车给他送回家,0,2020-08-26 00:40 
https://weibo.cn//u/2271530385,蛋筒君的奶包勋,女,江西,12360,1432,2493,回复@是多芬啊:真是一言难尽,0,2020-08-26 00:39 
https://weibo.cn//u/6820802845,同影共舞70741,男,其他,9,17,50,什么鬼，什么警方，被踢的那个什么来头,0,2020-08-26 00:38 
https://weibo.cn//u/3289686390,koi1,男,吉林,91,169,753,看来 别当好人 这句话还是对的 只要不当恶人就行,0,2020-08-26 00:37 
https://weibo.cn//u/1830073710,是多芬啊,女,江西,327,499,697, 呵呵呵,0,2020-08-26 00:36 
https://weibo.cn//u/5334545396,絔铭R,男,河南,121,420,872,真让人心寒,0,2020-08-26 00:31 
https://weibo.cn//u/6787412238,每天都想偷猫,女,海外,160,197,328,回复@阿余伯伯:高考出分前都一直没有惊动他说得呢，敢情每个人都有可能是待宰的羔羊我只能说,0,2020-08-26 00:24 
https://weibo.cn//u/3796702512,LUCKY鹭汀,女,其他,1004,278,205,那老混蛋要20万赔偿，你要是胡某你给赔不赔？老混蛋住院胡家已经付了一万块了，还要怎么样，这种老坏蛋公安机关是要当成宝贝疼啊，是怕大家都去抓坏人见义勇为你们就失业了吗,0,2020-08-26 00:23 
https://weibo.cn//u/5822707984,桥东哥,男,江苏,5,57,3,回复@孙博-扛香锅的猫:只是警方的看法就不用着急吗？类似这样警方的看法落实到你身上，我看你急不急？,0,2020-08-26 00:22 
https://weibo.cn//u/5977610378,昀流众生,女,吉林,382,230,154,回复@一颗超酷的甜豆豆:那💰……咋整,0,2020-08-26 00:19 
https://weibo.cn//u/2834782327,中年闰土1877,男,浙江,592,119,19,回复@用户·89757:让他跑，警察就抓不到（根本不想抓），然后就可以怼网民“你行你上”，不让他跑，警察就把不让他跑的拘起来了。见义勇为？不存在！这样的法律根本就不是现代法律，而是严刑峻法，禁止任何反抗的法家之法！,0,2020-08-26 00:18 
https://weibo.cn//u/7317571275,TXXSYT,男,其他,1012,663,401,公检法理应维护公平正义，维护公序良俗，打击犯罪分子，让人民安居乐业，这是原则问题，公职人员上要对得起党和国家，下要对得起弱势群体，用铁拳坚决打击各类犯罪，助纣为虐迟早会被清算。如此简单的道理难道执法人员也不懂？//,0,2020-08-26 00:16 
https://weibo.cn//u/6035244697,三風-飍飍飍,女,上海,6,159,1124,看见看见某澎湃就知道了不是什么好东西,0,2020-08-26 00:13 
https://weibo.cn//u/5953898097,向阳花开心晴好,女,海南,231,304,95,这不是助长歪风邪气吗？能不能有是非观念啊？警察的思想都不正，怎么为人民伸张正义啊？,1,2020-08-26 00:05 
https://weibo.cn//u/5337293185,种花家De小狮子,女,四川,136,105,101,回复@starbaby-June:我不清楚那个贼，反正残废了在医院住了一段时间，后面也偷不了了，本来是要那个表老姑爷家赔偿，他们赔不起钱，就坐了16年。,0,2020-08-26 00:03 
https://weibo.cn//u/6559301827,炸鸡汉堡棉花糖,女,广东,34,78,14,艹,0,2020-08-26 00:02 
https://weibo.cn//u/6559301827,炸鸡汉堡棉花糖,女,广东,34,78,14,祝你以后被猥亵没人帮哦,0,2020-08-26 00:02 
https://weibo.cn//u/6092335430,微薄管理员plus,男,江苏,0,147,25,永州公安烂了,0,2020-08-26 00:00 
https://weibo.cn//u/6092335430,微薄管理员plus,男,江苏,0,147,25,违反规定，违反了哪条规定不能显示,0,2020-08-25 23:59
https://weibo.cn//u/3477651072,莫失聪聪,男,四川,577,214,164,回复@请随意抹布我本命但要记得艾特我:你可以去看看罗翔老师这个专业认识的看法。他已经很为这个男生开脱了。有过失，定过失，没过失，定意外。男生把他打伤了，是过失。而过失造成的轻伤不负责任。（只是刑事责任没了，估计还有民事责任赔偿。但至少不用留案底，不会影响到入党考公务员进国企等等）,0,2020-08-25 23:56
https://weibo.cn//u/1436271295,润泽东方-Roy,男,山东,2778,2461,739,回复@这个牛-很低迷:你可以追，追到了可以扭松到公安机关，但是在此过程中 小偷受伤了，你要负责任，法律就是这么规定的。,0,2020-08-25 23:54
https://weibo.cn//lj919,马丁阿姨,女,四川,1942,125,144,“在高考出分前一直没有惊动他”—— ？？？,0,2020-08-25 23:49
https://weibo.cn//u/2856729922,氿牧-Jowar,女,江苏,2660,327,397,民事赔偿张口二十万不考虑勒索？这重视程度挺一般啊,0,2020-08-25 23:47
https://weibo.cn//u/7115354256,人生不就图一成狗嘛,女,其他,955,246,36,艹,0,2020-08-25 23:42
https://weibo.cn//u/2181547550,没心情的AKIRA,女,其他,10737,219,218,我想知道，如果是被猥亵的女生追出去几步一脚把他踢骨折了犯不犯法啊,0,2020-08-25 23:39
https://weibo.cn//lan19950919,融合肆玖,男,江苏,3334,283,282,以后碰到就看看,0,2020-08-25 23:38
https://weibo.cn//u/5245302614,Crui3,女,贵州,83,216,82,我吐了,0,2020-08-25 23:37
https://weibo.cn//u/5245302614,Crui3,女,贵州,83,216,82,我她妈 活久见,0,2020-08-25 23:37
https://weibo.cn//u/2181547550,没心情的AKIRA,女,其他,10737,219,218,要是法律能严惩这类猥亵行为，受害者先想到的就会是报警而不是自己动手了,0,2020-08-25 23:36
https://weibo.cn//u/7405031392,雾盛17,女,河南,0,13,2,回复@东方今报:私下调解二十万，不是坐地起价吗？,0,2020-08-25 23:34
https://weibo.cn//u/7404336341,浪子97323,男,其他,0,0,1,以后见义勇为个屁，没那本钱,0,2020-08-25 23:34
https://weibo.cn//u/2212737995,VivienG_,女,四川,39,36,24,回复@吃掉小葡萄:我靠去他🐴的，太恶心了,0,2020-08-25 23:32
https://weibo.cn//u/5669136367,千一a_,男,其他,186,274,148,大家听我说句公道话，以后就直接捅死好了，打不了一命抵一命，这见义勇为之后还吃亏，何苦了有勇气的人，极端呗，来，看谁比谁极端,0,2020-08-25 23:31
https://weibo.cn//u/5669136367,千一a_,男,其他,186,274,148,犯罪嫌疑人逃跑，男同学去追，还不算见义勇为？那么警察追捕过程中造成嫌疑人受伤警察是不是也要赔偿,0,2020-08-25 23:30
https://weibo.cn//u/6301451386,vyvy的厨子,男,其他,63,5,79,回复@围城_72594:只能报警，让执法人员去抓。,0,2020-08-25 23:28
https://weibo.cn//u/6891517505,桥牌一流高手,男,北京,372,697,24,回复@琵琶_BK208:老头活该,0,2020-08-25 23:28
https://weibo.cn//546207646,小沈慧_G,男,西藏,146,74,2,不知道现在的法律是在保护谁，罪犯还是受害者！,0,2020-08-25 23:25
https://weibo.cn//u/3177842713,四月里的晨光,女,四川,463,609,175,     举报             赞[0]         回复             08月25日 23:19 来自网页,0,2020-08-25 23:19
https://weibo.cn//u/2181353857,双叶幼稚园抢饭第一名_,女,其他,134,130,388,回复@这个牛-很低迷:要是在追逐过程中他跳楼跳河跳水沟子死了 你还算故意杀人罪呢 绝了,0,2020-08-25 23:15
https://weibo.cn//u/3851565528,Tayreeed,女,其他,37,118,74,回复@只走胡同小巷:杠人的可是您呢,0,2020-08-25 23:12
https://weibo.cn//u/5145620147,我是幽灵的国王,男,北京,331,77,94,回复@我本来就很man啊:心寒啊,0,2020-08-25 23:10
https://weibo.cn//u/7079069256,_醒着,男,其他,19,185,4,回复@张fy张:你说的有道理,0,2020-08-25 23:08
https://weibo.cn//u/6027905810,这梨不够酸,女,其他,351,300,24,对对对 以后我家里被偷了我还得天天把我家门开开 好让小偷偷 不开门就是对小偷利益上的损失搞不好我是要坐牢的,1,2020-08-25 23:07
https://weibo.cn//u/2697393737,废狗要翻身,女,海外,309,155,142,回复 ,0,2020-08-25 23:07
https://weibo.cn//u/5139508428,一颗红桃_,男,云南,130,243,4354,回复@东方今报:话题不显示了，勒们被撒旦吃了,1,2020-08-25 23:03
https://weibo.cn//u/2819091190,Maleficent减肥记录,女,江苏,489,364,1002,回复@愚者苏鲁支:主要是不太可能没事了,0,2020-08-25 23:01
https://weibo.cn//u/5599840261,Tarcyssss,女,河南,262,429,37,回复@肖御医:给爷看吐了,0,2020-08-25 23:00
https://weibo.cn//u/7376527698,沙尘1114,男,陕西,4,86,1,回复@大胖哥哥的猴子妹妹:,0,2020-08-25 22:59
https://weibo.cn//u/2289826312,gkj-,男,其他,6,310,857,回复@Julia只爱elephant:现在公安公布了，踹了三脚…,0,2020-08-25 22:59
https://weibo.cn//u/5755836965,杨二丫Norah,女,陕西,6,293,104,现在的就是只能说它们的好 不能说它们的坏了,0,2020-08-25 22:57
https://weibo.cn//u/5755836965,杨二丫Norah,女,陕西,6,293,104,回复@大叔喜欢钓鱼:现在的就是只能说它们的好。不能说它们的坏了,0,2020-08-25 22:56
https://weibo.cn//u/7328207206,BessonT,男,其他,23,75,2,回复@我本来就很man啊:上海安检警察利用投诉无门的漏洞捡小姑娘欺负！看我微博！,0,2020-08-25 22:56
https://weibo.cn//u/6024101803,少女之友本友,女,其他,89,340,71,@不是Yaoyao,0,2020-08-25 22:56
https://weibo.cn//u/5832357749,道枝桑桑,女,其他,1,16,68, ,0,2020-08-25 22:56
https://weibo.cn//u/2913192705,Julia只爱elephant,女,其他,8,27,0,回复@东桃花源:看到大家骂你我就放心了,1,2020-08-25 22:54
https://weibo.cn//u/5144477553,锦鲤倾九,女,其他,12,18,1,所以到底该不该见义勇为？扶老人会被讹，见义勇为会被判刑。难道要在大街上看着人晕倒，看着他面临生命危险，看着那些被小偷偷东西的人哭，看着小偷从你面前经过，看着别人猥亵,1,2020-08-25 22:53
https://weibo.cn//zhouweixia1993,JYH的小虾尾_,女,浙江,1717,369,838,????,0,2020-08-25 22:53
